カード名,商品コード,レアリティ,還元pt,カード画像URL,ローカル画像パス
ゲンガー＆ミミッキュGX PSA10,PK-0121,その他,168000.0,https://drive.google.com/file/d/1h2uj3WX_iyQdtpretWNE0r7XAHFOk5Vi/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01114.webp
ゴッホピカチュウ PSA10,PK-0122,プロモカード,168000.0,https://drive.google.com/file/d/1Qo7o55qAXxfsdDrNU4lD4iO0T2poYCzm/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_12203.jpg
覚醒の勇者 1BOX,PK-0123,その他,168000.0,https://drive.google.com/file/d/1LkXFmzoAHEst-NbefJgdPnv3fqtMExuu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00123.webp
ホロンの研究塔 1パック,PK-0124,その他,168000.0,https://drive.google.com/file/d/1ZC93_iX5LvFBlAWNsBCq1euuRm1izBCi/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ホロンの研究塔.jpg
ラティアス&ラティオスGX,PK-0125,SR,158000.0,https://drive.google.com/file/d/1tuDS1pqDLIj2GpkFrd8zHcvRE5JXrspC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_49413.jpg
ギラティナV PSA10,PK-0126,その他,158000.0,https://drive.google.com/file/d/1_kNaGaaCF3xgqyyHTRYwB3C9z9wFoyYP/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ギラティナ_1.jpg
ピカチュウ 見返り美人 PSA10,PK-0127,その他,158000.0,https://drive.google.com/file/d/1RYTDEhJ1BDag_dIwHTI_BWl9EVGFRSwH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_09031.webp
カスミのやる気 PSA10,PK-0128,その他,158000.0,https://drive.google.com/file/d/1S-zwFmQQNIDbIXnQlXjqCcB86RikBK1n/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カスミのやる気_1.jpg
クレイバースト 10BOX,PK-0129,その他,158000.0,https://drive.google.com/file/d/1y-x-59lH6xY8W0Qs8_zaDZy_c4cKDlfU/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00129.webp
闇､そして光へ... 1パック,PK-0130,その他,158000.0,https://drive.google.com/file/d/1QGXWVOKg4ixDYceWFnHjqd1ckS76ip-g/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01051.webp
ベル,PK-0131,SR,148000.0,https://drive.google.com/file/d/1lvqoLEwConUO53Fsix8SQbaMZ4qHScDV/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00210.webp
GXウルトラシャイニー 1BOX,PK-0132,その他,148000.0,https://drive.google.com/file/d/1xEyFLPHRLXrcX7PgT1E1C3ba0hF1fTmj/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00132.webp
ピカチュウ(リミテッドコレクション) PSA10,PK-0133,その他,148000.0,https://drive.google.com/file/d/1-CRO1L2bOCXgzndbmJPglA0fKeA-fl5m/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_08270.webp
トウキョーDX BOX,PK-0134,その他,148000.0,https://drive.google.com/file/d/1HGeSTk933uwfp6y1IyEAl1kjxUEFYpJR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_13413.jpg
ロストアビス 5BOX,PK-0135,その他,144000.0,https://drive.google.com/file/d/1LppBfAscNQ9xyso8GXapl90_JQ1cfCET/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00135.webp
PK-0136,Not found,"10,000円",価格不明,価格不明,/Users/kotarokashiwai/pokeca/images/card_07185.webp
マリィ PSA10,PK-0137,その他,138000.0,https://drive.google.com/file/d/1UuBe01R6oYhmX7T4aE3gkHFzWDlycXQY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_13353.webp
サーナイト&ニンフィアGX PSA10,PK-0138,その他,138000.0,https://drive.google.com/file/d/1i4sj5vPsl6JNp5o4I8Gx7VzFr06Tj0UJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00138.webp
ニンフィアEX PSA10（エラー版）,PK-0139,その他,138000.0,https://drive.google.com/file/d/1vlmmGo-qQgPaq5PXiVoTcveBAOtFsORo/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02542.webp
「ポケモンカード151」5BOX,PK-0140,その他,134000.0,https://drive.google.com/file/d/1AfELUVYwTlKeREgKrgi3K03p35UCR9Fl/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_14077.jpg
VMAXクライマックス 5BOX,PK-0141,その他,134000.0,https://drive.google.com/file/d/1JesRXIcrFp6oqwQ-ruFjt2oU6MTjPCkn/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00141.webp
テラスタルフェスex 12BOXセット,PK-0142,その他,129600.0,https://drive.google.com/file/d/129FZ5Ui0YklBeiE34FcIZGGLyh3t-p6l/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00986.webp
ピカチュウ(リミテッドコレクション),PK-0143,プロモカード,128000.0,https://drive.google.com/file/d/1NPm9dSf01CudxUbknjViQazAEtBLws-g/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01435.webp
かんこうきゃく,PK-0144,SR,128000.0,https://drive.google.com/file/d/1XLgaSFtjZV93o_lbtRwUo6o98iA_-E6X/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/かんこうきゃく.jpg
ブラッキー&ダークライGX PSA10,PK-0145,その他,128000.0,https://drive.google.com/file/d/1yDBEA5yrVDjsI5kpyRRowgTHfLU9hUPW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01594.webp
ブラッキーGX SSR PSA10,PK-0146,その他,128000.0,https://drive.google.com/file/d/14WxSbkFBR6o4cb8ndbBfP8KiwcWFRxLF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_14632.jpg
ナンジャモ PSA10,PK-0147,SAR,128000.0,https://drive.google.com/file/d/1t8XZliFBAhIxyew0IvuTn9ABVJ88rFps/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ナンジャモ_10.jpg
タッグオールスターズ 1BOX,PK-0148,その他,128000.0,https://drive.google.com/file/d/1GJfoCMYQfJdVZA9uatpRjj0USVJZMsVX/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_10085.webp
リザードンGX PSA10,PK-0149,SR,128000.0,https://drive.google.com/file/d/18M9b9YMO51qqIVRWInVwuii5Rk-B6bB4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_48040.jpg
ミラクルツイン ポケセン限定セット １BOX,PK-0150,その他,128000.0,https://drive.google.com/file/d/1tuAb9yElmx7SgTLBa_MZ7cCT10R5sLor/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00150.webp
ピカチュウ(藤田ニコル) PSA10,PK-0151,その他,128000.0,https://drive.google.com/file/d/1IUTQPWC-cyvzNlnHEQIepP0S44d5ADt6/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01381.webp
コレクションサン 1BOX,PK-0152,その他,128000.0,https://drive.google.com/file/d/19NjjYBuA1YwN8XJX8Qw7ihzCvU5LJ61J/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15214.jpg
ポンチョを着たピカチュウ(ロコン),PK-0153,その他,128000.0,https://drive.google.com/file/d/14kwADx8PAnNS1vMLhRTlWnHfMyQ-FBBO/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ポンチョを着たピカチュウ.jpg
センパイとコウハイ,PK-0154,SR,128000.0,https://drive.google.com/file/d/1JmMgUYvn0_ektTaxTlVnFA6ZRsgzs4b7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/センパイとコウハイ.jpg
リザードンGX,PK-0155,その他,128000.0,https://drive.google.com/file/d/1jhfQgj91lIWgJsmHA1Ii-wTnKJnqDiFu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リザードン.jpg
ニンフィアVMAX,PK-0156,HR,118000.0,https://drive.google.com/file/d/18yuvTSg7pPWpFUZXXDuSRVV-RtF6Tfqp/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ニンフィア.jpg
フウロ PSA10,PK-0157,その他,118000.0,https://drive.google.com/file/d/1-GjQ0ZDrIe-hdo99N_4NNOuhh9GS0h5l/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_52219.webp
ドリームリーグ1BOX,PK-0158,その他,118000.0,https://drive.google.com/file/d/1RWVJwpFCH8GByESCZQX7s3zliIJDwv83/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15879.jpg
ポケモンセンターのお姉さん PSA10,PK-0159,その他,118000.0,https://drive.google.com/file/d/1NTA4oAfAmf_xto2DXTW6Jcy3uC_MPK1Y/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ポケモンセンターのお姉さん_1.webp
アズサ PSA10,PK-0160,SR,118000.0,https://drive.google.com/file/d/10q_nNOfpsJ5J6AIclh2FBeten6zmqKMi/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00590.webp
イーブイ(ムンク)【未開封】,PK-0161,プロモカード,118000.0,https://drive.google.com/file/d/1q6aZkuptMZ6YFSnOVbCMLd0O6KUZFDWu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_16153.jpg
神秘なる山 1パック,PK-0162,その他,110000.0,https://drive.google.com/file/d/1o0X18ITvO4vJ4Dl49NzZp9cE28YnqYg-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00162.webp
マオ PSA10,PK-0163,SR,108000.0,https://drive.google.com/file/d/1whWGgqRjIhbOqAh2g9baSxRzt-DgyK6W/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_10969.webp
メガトウキョーのピカチュウ PSA10,PK-0164,その他,108000.0,https://drive.google.com/file/d/1Nbwzs-Fby3Flz0p5g0xdbsEaxepd--qG/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_16468.jpg
ロケット団の栄光,PK-0165,その他,108000.0,https://drive.google.com/file/d/1YSNgGYqVvn-QTUKC9WSRuoQ83c5kBdld/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロケット団の幹部.jpg
シロナ,PK-0166,SR,104800.0,https://drive.google.com/file/d/14vyd5HCrgXeuJKA-yzsN1POCz5z4KTMf/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シロナの覇気.jpg
ピカチュウ(バトルフェスタ2015)PSA10,PK-0167,その他,102000.0,https://drive.google.com/file/d/17X5P5DA8eU9VWTWQcN22pgltSuvaZZv4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_16758.jpg
スイレン,PK-0168,SR,100000.0,https://drive.google.com/file/d/1Bv5-VwACN7xKSxg1RCb_qAhWU1pJmXGj/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/スイレンのつりざお.jpg
フウロ,PK-0169,SR,100000.0,https://drive.google.com/file/d/1qtjDBqOclzOST0N-KcW_xUGv615MmdDH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_12954.webp
リーリエの全力 PSA10,PK-0170,その他,99800.0,https://drive.google.com/file/d/1jGWZYHDxDSjT9u0veyz3B1U0febeHcJC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_17062.jpg
メイ PSA10,PK-0171,その他,99800.0,https://drive.google.com/file/d/1Wi9Z5DNMPcwnh1RjWMdRdK8MF9cytwRC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00171.webp
グレイシアVMAX PSA10,PK-0172,その他,99800.0,https://drive.google.com/file/d/1eH9nqiIKsWwYTq2et0jEx0d8ok9ZUpMs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00821.webp
蒼空ストリーム 1BOX,PK-0173,その他,99800.0,https://drive.google.com/file/d/1xp9-P0fmRFHndbxqOP2tUwNvc7zEG4XO/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_50423.jpg
ゴールデンボックス(25th ANNIVERSARY) 1BOX,PK-0174,その他,99800.0,https://drive.google.com/file/d/1Jzgh4Ahx4CoFZKZpC5wRtsicqUBNyvVq/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00174.webp
ドラゴンストーム 1BOX,PK-0175,その他,99800.0,https://drive.google.com/file/d/1dwzbHPPtJ8PGsId6kAoIat0e-d8_nrOs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02407.webp
レシラム＆リザードンGX(SA) PSA10,PK-0176,その他,99800.0,https://drive.google.com/file/d/1y9D_u86oY-DyQSEOHQp51GJDb2sPCSwc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_17664.jpg
ピカチュウ&ゼクロムGX,PK-0177,SR,98800.0,https://drive.google.com/file/d/13MKLkby73yJbazQjP5zjXxlnHauFes6R/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00177.webp
ファイヤー&サンダー&フリーザーGX,PK-0178,SR,98800.0,https://drive.google.com/file/d/1okFI6EQF69AW2dGNT0WT-WnfccHgWS4m/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_53058.webp
エリカのおもてなし,PK-0179,SR,98800.0,https://drive.google.com/file/d/1A2lywHm_2PGI3OIGdYVwIb-bC1m0Z8It/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/エリカのおもてなし.jpg
ピッピ PSA10,PK-0180,その他,94800.0,https://drive.google.com/file/d/16W4Lw1VFuobym5ngghW12Dj06HZpfE1_/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピッピ_10.jpg
イーブイヒーローズ 1BOX,PK-0181,その他,94800.0,https://drive.google.com/file/d/1v5T8Zd5NwdbWZadW9rE42Ebde55CUvil/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_45476.webp
ブラッキーGX HR PSA10,PK-0182,HR,94800.0,https://drive.google.com/file/d/1sbWRAdiwRyfAX7D2W91t1yyXdHY8lchl/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_18207.jpg
サン&ムーン 1BOX,PK-0183,その他,94800.0,https://drive.google.com/file/d/1-tNyX9AkXP2obHM8RMGN-HP6ln3LlYpN/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00183.webp
ブラッキーGX,PK-0184,SSR,90000.0,https://drive.google.com/file/d/1-sCm_8ZjOUSBVbtMnLB55ryvvjqdnY5f/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブラッキー.webp
ゲンガー&ミミッキュGX,PK-0185,SR,89800.0,https://drive.google.com/file/d/1eBbjy61Of454uGqWfaviATL3Y_7Cy2eb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01102.webp
ミュウVMAX PSA10,PK-0186,その他,89800.0,https://drive.google.com/file/d/1qJQCs2TN0VOZjnqnwJOCXbD9-9Z_OZqD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_04300.webp
ブルーの探索 PSA10,PK-0187,その他,89800.0,https://drive.google.com/file/d/1oiwYNNlZ6jO8cxh9Y1COdIX73sueOs-3/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブルーの探索.jpg
ウルトラムーン 1BOX,PK-0188,その他,89800.0,https://drive.google.com/file/d/1n48vJVWhesCXsaPDFiaQJqwOtgtTLsOF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_18847.jpg
チャンピオンロード 1BOX,PK-0189,その他,89800.0,https://drive.google.com/file/d/1mJgdS6YmuUrn7Q7xLPdjHe9y9ta3O0B1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00189.webp
モクロー(ムンク) PSA10,PK-0190,その他,89800.0,https://drive.google.com/file/d/1V5VUhtTaiQ1hGXFSJkcRer4xaZwGsKOd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01552.webp
ブラッキーGX,PK-0191,プロモカード,89800.0,https://drive.google.com/file/d/1sL9R51h9GKH0hcI65vEUs2pyH14cfnjD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブラッキー.webp
グレイシアVMAX,PK-0192,HR,87800.0,https://drive.google.com/file/d/1XHwUn4oH7Tf3IX9Y-iRRpQoR2gwq6wcF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グレイシア.webp
マリィ,PK-0193,SR,85800.0,https://drive.google.com/file/d/1mjBhuoZtgcbAIAhhRjf31Iu3WWDSIKgM/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マリィのベロバー.webp
リーフィアVMAX PSA10,PK-0194,その他,84800.0,https://drive.google.com/file/d/1KxfZ3FHq4fmPEQjVGJa5ENMkyGu7JBKM/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15780.jpg
ピカチュウV PSA10,PK-0195,その他,84800.0,https://drive.google.com/file/d/1jeSrc1sYOqRJHtGR3Wyk381sG0kDnc8F/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピカチュウ_10.jpg
ルギアV PSA10,PK-0196,その他,84800.0,https://drive.google.com/file/d/1EMwX7UVUd1mjMYCeIZv-Alordi0F6ySr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ルギア_10.jpg
VMAXライジング 1BOX,PK-0197,その他,84800.0,https://drive.google.com/file/d/1cq0FfXQgrZnDBqGnQ3mN-MOryZWOBE-j/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_19752.jpg
ムサシとコジロウ PSA10,PK-0198,その他,84800.0,https://drive.google.com/file/d/19t7w9m097buDGrrA6cbDZ8hswDUVykkH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ムサシとコジロウ_1.jpg
ブラッキーex PSA10,PK-0199,その他,84800.0,https://drive.google.com/file/d/1TVKv7jB51prlJ9CFrzfb3dcLSoYLRjAa/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_12684.webp
ロストリンク 1パック,PK-0200,その他,80800.0,https://drive.google.com/file/d/1Wxwfph2pnDbmQ5PiPfsYKBxpzPdias6X/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_20001.jpg
「ポケモンカード151」3BOX,PK-0201,その他,80400.0,https://drive.google.com/file/d/1ASN-7lT-Z608qeQptTG5wjLrLGnN9_Z4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00201.webp
ギラティナV,PK-0202,SR,79800.0,https://drive.google.com/file/d/1LU4o1j2Y1CFH2TuxH4FV8zUpEjqQPGKU/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ギラティナ.jpg
こくばバドレックスVMAX PSA10,PK-0203,その他,79800.0,https://drive.google.com/file/d/1909dWR2JIThv8ACVlyGpeteONrzIGeA4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01525.webp
アルセウス＆ディアルガ＆パルキアGX PSA10,PK-0204,その他,79800.0,https://drive.google.com/file/d/1S7CzwsAE0UMcbkk0E-pSTE4ggNAu6njb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00204.webp
超爆インパクト 1BOX,PK-0205,その他,79800.0,https://drive.google.com/file/d/1t8FH3PM3Wr9Lst2iHO2PTJfSmkjzPhzY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_03095.webp
おじょうさま PSA10,PK-0206,その他,79800.0,https://drive.google.com/file/d/1-0Kq3qK0jt6O0fGQ4izFFvAXp3-kNcY7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00815.webp
ビッケ PSA10,PK-0207,その他,79800.0,https://drive.google.com/file/d/1IOC-Jsx_d4_AH-4Uq03sMDE4pf7jQKnR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00207.webp
リーリエのピッピ PSA10,PK-0208,その他,79800.0,https://drive.google.com/file/d/12XAhCALivvRPQLgdSB6z59g8xdz5PbOs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リーリエのピッピ人形_1.jpg
コダック,PK-0209,プロモカード,79800.0,https://drive.google.com/file/d/1cyHUzh7PTDznI86B9WlfCAymLMMf-tWf/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コダック.jpg
ブラッキーGX,PK-0210,HR,79800.0,https://drive.google.com/file/d/1YIxV-zkzXDM6e6w1q66KLVXE9h-XCzU8/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブラッキー.webp
クレイバースト 5BOX,PK-0211,その他,79000.0,https://drive.google.com/file/d/1TfN4kyqxJ2yMisqWx72j92IBANKq4voW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00713.webp
ブラッキー&ダークライGX,PK-0212,SR,76800.0,https://drive.google.com/file/d/176Lzx8VVddgDTPclOIdajATvIXJgYs30/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01801.webp
ナンジャモ,PK-0213,SAR,74800.0,https://drive.google.com/file/d/1XNTDcum9dVJkUanssSaMPExkqRCLOi78/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ナンジャモ.jpg
シールド 1BOX,PK-0214,その他,74800.0,https://drive.google.com/file/d/1dubcsfMVsMLnVr0Ny7ZYUFj5rDXSnkHs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_53721.webp
ミラクルツイン 1BOX,PK-0215,その他,74800.0,https://drive.google.com/file/d/1d_kam__GFl75dBqKGUpFvsj2RDGB9Ake/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_21519.jpg
ボスごっこピカチュウ ギンガ団 PSA10,PK-0216,その他,74800.0,https://drive.google.com/file/d/1-8YTffdo7KJkoXlkTEwK_Mqq7UCP65FB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00216.webp
リミックスバウト 1BOX,PK-0217,その他,74800.0,https://drive.google.com/file/d/1R0t4slmV6ts58moQp3v0pZD14chwXLQk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_63397.webp
ウルトラフォース 1BOX,PK-0218,その他,74800.0,https://drive.google.com/file/d/1hXSynJm2-uAZ1WkD80ZT63210fvkDdAh/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_21882.jpg
PK-0219,Not found,,,,/Users/kotarokashiwai/pokeca/images/card_11047.webp
反逆クラッシュ ポケモンセンター限定セット,PK-0220,その他,74800.0,https://drive.google.com/file/d/1FKqPSSiL9yvIUf5A2D5jp6Zv1egpWKBl/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00656.webp
海からの風 1パック,PK-0221,その他,74800.0,https://drive.google.com/file/d/1aAej5NLk7OsVe-YaEZEIIEPSyz845DCL/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_22131.jpg
リザードンGX,PK-0222,その他,74800.0,https://drive.google.com/file/d/1gk_RJQAdmAmEyJvDVyVGpfmFfDqXQEYI/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リザードン.jpg
ヒガナ PSA10,PK-0223,その他,72800.0,https://drive.google.com/file/d/1GqGURNgRmbyx6rQuzd5ZCgxGSOVSGoJY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_53664.webp
ブースターEX PSA10,PK-0224,RR,72800.0,https://drive.google.com/file/d/17wZfnPR0l9terENeKIf1l95e_FuRQe7c/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_22495.jpg
ゼイユ PSA10,PK-0225,SAR,72800.0,https://drive.google.com/file/d/1nKHo9ExBtjmQawHUJS8JQ5qsVDJzij_U/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00225.webp
ポケモンカードジムセット 伝説の鼓動,PK-0226,その他,72800.0,https://drive.google.com/file/d/1JjjPgcTaRRql0mnqigDVmwPRqOIfvnMb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01417.webp
ピッピ,PK-0227,プロモカード,69800.0,https://drive.google.com/file/d/14IkmP_KlqfEKQVrvg6slTLmkq1hGtcnH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピッピ.webp
ソルガレオ&ルナアーラGX PSA10,PK-0228,その他,69800.0,https://drive.google.com/file/d/1uAHg3dqJC98WnBqlQ_-gRLWT7qSptrbS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00228.webp
